ASSIGNMENT_ID,GLOBAL_ID,TEACHER_ID,SCHOOL_ID,POSITION_TITLE,SUBJECTS_TAUGHT,GRADE_LEVELS_TAUGHT,START_DATE,END_DATE,EMPLOYMENT_TYPE,SALARY_RANGE,SUPERVISOR_NAME,DEPARTMENT,IS_CURRENT_POSITION,CREATED_DATE,LAST_MODIFIED
ASG0273,d26b455e-e9a5-4e20-b87f-29ba72c6ee74,T099,SCH031,Teacher,Economics,PK-K,2020-08-01,2022-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0274,7ff8c8e8-53cd-42e2-b3c4-a26e33479cbd,T100,SCH012,Teacher,Computer Science,Grades 9-12,2006-08-01,2011-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0275,f87cf188-110f-4d64-80bc-f1954dffd3ef,T100,SCH019,Head of Department,History,Grades 6-12,2012-08-01,2014-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0276,3cea12c4-3812-4386-b052-451bc5b81df5,T100,SCH003,Teacher,Computer Science,Grades 6-8,2014-08-01,2019-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0277,972fc16e-43d6-406a-b60f-db83cb16697b,T100,SCH009,Teacher,Computer Science,Grades K-5,2019-08-01,2022-06-30,Part-time,,,Technology,No,2026-06-07,2026-06-07
ASG0278,f4e4bd7c-5a24-4488-992d-cbd53fe3d0d9,T101,SCH032,Teacher,Early Years,Grades 6-12,2013-08-01,2016-06-30,Full-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0279,e2316b4e-1caa-4563-b9b5-37c43ef21896,T101,SCH017,Senior Teacher,Early Years,PK-K,2016-08-01,2021-06-30,Part-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0280,a69cb1b1-0f8d-49c1-8eaa-9fc4aa42d45c,T102,SCH036,Teacher,Primary Homeroom,Grades K-5,2013-08-01,2018-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0281,a7236b1f-54cb-400d-8145-587f0ae53708,T102,SCH032,Teacher,Primary Homeroom,Grades 11-12,2018-08-01,2023-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0282,81bf5cab-711a-49ea-94f7-f347385c7d8a,T103,SCH034,Teacher,Early Years,Grades 6-8,2018-08-01,2020-06-30,Full-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0283,9cff470e-210b-40cf-b7c3-cebba220822b,T103,SCH011,Teacher,Early Years,Grades 6-8,2021-08-01,2023-06-30,Part-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0284,cee9bea0-3000-46c8-9bd4-4ab38cb92628,T104,SCH002,Teacher,Business Management,Grades 11-12,2017-08-01,2022-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0285,10df6ed3-8aab-485d-b6b8-8ad3d118d3e6,T105,SCH023,Teacher,Mandarin,PK-K,2000-08-01,2003-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0286,0ece7956-5079-4033-84d9-73e301097cc0,T105,SCH012,Teacher,Spanish,Grades 9-12,2003-08-01,2005-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0287,073f4e29-c97f-47df-aa30-5acb1b64a40b,T105,SCH031,Teacher,Mandarin,Grades 6-12,2005-08-01,2008-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0288,6358e3aa-3e56-40a1-8ddc-5d61392aa712,T105,SCH018,Teacher,Mandarin,Grades 9-12,2009-08-01,2014-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0289,9f6a0851-ebbd-4314-9967-22288ff34f3d,T105,SCH038,Principal,Administration,Grades 6-12,2015-08-01,2020-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0290,6f155b67-c9cd-4279-b18a-ae6ebfe51941,T106,SCH018,Senior Teacher,Mathematics,Grades 11-12,2006-08-01,2010-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0291,12cf041b-555f-49b4-8a2e-9e0c69e78726,T106,SCH010,Teacher,Mathematics,Grades 9-12,2011-08-01,2013-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0292,1aa5111e-d971-49fd-b24f-4dffcdb98f6c,T106,SCH003,IB DP Coordinator,English,PK-K,2014-08-01,2018-06-30,Part-time,,,English,No,2026-06-07,2026-06-07
ASG0293,fc2ade9f-17a6-4383-beb5-073fe9831031,T106,SCH033,Teacher,Mathematics,Grades 6-8,2018-08-01,2022-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0294,e8c0f52d-56fe-49c4-8ffb-03fd219aa5ea,T107,SCH021,Teacher,Computer Science,Grades 6-8,2010-08-01,2015-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0295,1fe20be8-a56f-4d74-8bba-49073b7f7133,T107,SCH009,Teacher,Computer Science,PK-K,2016-08-01,2020-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0296,15e23642-20ba-4ea3-adb5-7c699fea76d9,T107,SCH011,Teacher,Computer Science,Grades 6-8,2020-08-01,2025-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0297,3bf5b62d-d66a-4b3c-b56a-8448c4df9dbd,T108,SCH008,Teacher,Theory of Knowledge,Grades 11-12,2012-08-01,2014-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0298,4d40c4f4-08b7-48c7-9eb6-db35d3d76a70,T108,SCH032,Teacher,Biology,Grades 11-12,2014-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0299,06f2c9db-ac5e-43c1-8163-899b843b74dd,T108,SCH016,Senior Teacher,Biology,Grades 6-8,2016-08-01,2020-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0300,48be7a86-5eed-4f32-ad7d-2f3c62e6e449,T109,SCH012,Senior Teacher,Biology,Grades K-5,2013-08-01,2015-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0301,b235d770-d362-496a-8207-10e4645f9024,T109,SCH020,Teacher,Biology,Grades 11-12,2015-08-01,2018-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0302,ff308edd-a022-4a77-b501-4f18436af918,T109,SCH016,Teacher,Biology,Grades 6-12,2018-08-01,2021-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0303,bf19d70c-8637-4244-ae5b-0790da8fa80c,T110,SCH032,Teacher,Physics,Grades 6-8,2013-08-01,2017-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0304,beaa5662-f73e-4e15-8742-fe0b35f27d58,T110,SCH007,Teacher,Physics,PK-K,2017-08-01,2019-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0305,9e47cbad-b560-42ab-a586-bb0c515ad3d9,T110,SCH038,Teacher,Physics,Grades 6-12,2019-08-01,2021-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0306,570f0b66-6f21-41c3-901c-956bce145de9,T111,SCH021,Teacher,Physical Education,PK-K,2013-08-01,2018-06-30,Full-time,,,Physical Education & Health,No,2026-06-07,2026-06-07
ASG0307,6899a848-6f96-4a4d-88ee-955162ab7bb5,T111,SCH034,Senior Teacher,Physical Education,Grades 6-8,2018-08-01,2022-06-30,Full-time,,,Physical Education & Health,No,2026-06-07,2026-06-07
ASG0308,98108663-ce1d-4c2e-bfaa-729c599651b3,T111,SCH038,Senior Teacher,Physical Education,PK-K,2022-08-01,,Part-time,,,Physical Education & Health,Yes,2026-06-07,2026-06-07
ASG0309,3c01603f-d5ca-4e53-a3b1-d490740129af,T112,SCH011,Teacher,Chemistry,Grades 6-12,2016-08-01,2018-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0310,96eeddc4-f465-47b0-b3b7-1dd49bbfeede,T112,SCH017,Teacher,Chemistry,Grades 6-12,2018-08-01,2022-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0311,6b6a7bfa-e3cd-4f4a-a40e-95b1136a2b59,T113,SCH019,Teacher,Business Management,Grades 11-12,2021-08-01,2025-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0312,c96bb1f6-745d-4e2e-b334-e4fb2ee807b9,T114,SCH004,Teacher,Computer Science,Grades 6-12,2004-08-01,2008-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0313,1cbfd42c-f5ac-4d7b-bde5-4be793aeb99d,T114,SCH012,Teacher,Computer Science,Grades 6-12,2008-08-01,2010-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0314,faaaf78b-b571-4aaa-8a9a-23e337682cba,T114,SCH013,PYP Coordinator,History,Grades 9-12,2010-08-01,2013-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0315,c160eb4b-da42-4a21-bcba-362537c8e9ad,T114,SCH016,Teacher,Computer Science,Grades 9-12,2014-08-01,2018-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0316,9ed09b59-a672-4fa2-a92c-f6e65c156f44,T114,SCH028,Principal,Administration,Grades 9-12,2019-08-01,,Full-time,,,School Leadership,Yes,2026-06-07,2026-06-07
ASG0317,b96e35a3-dd51-4ce1-961a-a9cda70d67c5,T115,SCH026,Teacher,Mandarin,Grades 11-12,2007-08-01,2010-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0318,468e3147-18a6-40e0-8239-cd6f4e94b6ce,T115,SCH031,Teacher,Primary Homeroom,Grades 6-8,2010-08-01,2014-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0319,8bfc48aa-f88d-4e9c-b19d-9e6feae7ecad,T115,SCH015,Subject Coordinator,Mandarin,PK-K,2015-08-01,2019-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0320,bd4e32f2-35ad-483b-92e2-fb993c82bae9,T115,SCH012,Counselor,Counselor,Grades 6-12,2020-08-01,,Full-time,,,English,Yes,2026-06-07,2026-06-07
ASG0321,6a2ffffe-af28-4be7-972e-b2a5e5814dd8,T116,SCH014,Teacher,Physics,Grades 9-10,2010-08-01,2012-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0322,2786525d-98db-4726-826e-5fdce4f0fc15,T116,SCH030,Teacher,Primary Homeroom,Grades 6-12,2012-08-01,2017-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0323,8d5b618a-cdd2-4e0f-b392-e624f1a09743,T116,SCH007,MYP Coordinator,Physics,Grades K-5,2017-08-01,2020-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0324,2d0a8e14-26bf-4cc8-aa08-df48abca5f6f,T117,SCH015,Teacher,Mandarin,Grades 9-12,2013-08-01,2017-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0325,6595f5da-7b91-4604-b109-6ed3a2123d73,T117,SCH004,Teacher,Mandarin,Grades 6-12,2017-08-01,2022-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0326,126d59e2-c524-4202-8c82-61c7cbdcc282,T118,SCH002,Teacher,English as an Additional Language,Grades K-5,2011-08-01,2013-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0327,b80a92f3-9365-4b64-a04a-f4eb4c6fbebb,T118,SCH001,Teacher,Design Technology,Grades 6-8,2014-08-01,2016-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0328,7668dac9-9ff7-447d-910d-9be4e227b0e0,T118,SCH003,Teacher,Design Technology,Grades 9-12,2017-08-01,2022-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0329,28f87193-b3fb-4b6e-8edf-153e66769570,T119,SCH026,Teacher,Drama,Grades 6-8,2016-08-01,2019-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0330,7cea88b5-d713-4909-bb3c-aff65702cfae,T119,SCH028,Teacher,Drama,Grades K-5,2020-08-01,2022-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0331,7c4cde6e-7ffa-429c-8d5b-c86995601aa4,T119,SCH008,Counselor,Counselor,Grades 9-10,2022-08-01,,Full-time,,,Arts,Yes,2026-06-07,2026-06-07
ASG0332,8ffc6939-2517-46e2-819c-94b87accbc55,T120,SCH016,Teacher,Spanish,Grades K-5,2019-08-01,2023-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0333,341d16de-34a4-4074-80dd-5dd43f5962a2,T121,SCH033,Senior Teacher,Geography,PK-K,2005-08-01,2010-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0334,43e31a01-dfa6-4165-afb5-9148cc5b72cf,T121,SCH013,Teacher,Biology,Grades 6-12,2011-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0335,3d7537b0-e1d1-48ca-a76d-f59b15df1790,T121,SCH023,Subject Coordinator,Biology,Grades 11-12,2016-08-01,2021-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0336,a305bc76-c07e-4998-90e9-5c15cb821f5e,T121,SCH031,Deputy Head,Administration,Grades 9-12,2021-08-01,,Part-time,,,School Leadership,Yes,2026-06-07,2026-06-07
ASG0337,b8a1ece3-36d9-4d4f-970c-1e36988475ed,T122,SCH020,Teacher,Economics,PK-K,2006-08-01,2011-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0338,ecc6e037-c2d6-4d97-aa68-709203427136,T122,SCH021,Librarian,Librarian,Grades K-5,2012-08-01,2017-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0339,e4bdedfb-3135-4538-b207-68049863a235,T122,SCH024,Teacher,Economics,PK-K,2018-08-01,2020-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0340,d58aa262-0c3e-4ebd-937d-a664c05f58b5,T122,SCH001,Deputy Head,Administration,PK-K,2021-08-01,,Full-time,,,School Leadership,Yes,2026-06-07,2026-06-07
ASG0341,150433d8-d804-4393-89b1-8fb7d774aac0,T123,SCH017,Teacher,Spanish,Grades 6-8,2000-08-01,2004-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0342,72ff4d39-56e9-4880-8eaa-d0d5186611a3,T123,SCH008,Teacher,Spanish,Grades 9-12,2004-08-01,2008-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0343,59e4daed-5cd6-49a2-999a-f7df9983b61c,T123,SCH019,Teacher,Spanish,Grades 6-8,2008-08-01,2013-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0344,b5cf43e7-332b-4af3-9473-28e98a7ae6b7,T123,SCH028,Teacher,Visual Arts,PK-K,2013-08-01,2016-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0345,2341a316-7893-40ee-9228-de13747f5613,T123,SCH036,Deputy Head,Administration,Grades K-5,2016-08-01,2019-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0346,2b30efc7-fbd9-43d8-a69b-fd2b8063d805,T124,SCH004,Teacher,Chemistry,Grades 9-10,2013-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0347,f0a8b359-f5a2-4a9a-963f-4a496623e11d,T124,SCH036,Teacher,Chemistry,Grades 9-10,2017-08-01,2022-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0348,496b60bc-91ba-4d8d-9031-123d3e06271a,T125,SCH010,Senior Teacher,French,Grades 9-12,2018-08-01,2020-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0349,3faaa879-e8b2-46ee-b321-94fe3527e03c,T125,SCH018,Teacher,French,Grades 6-12,2020-08-01,2022-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0350,a2559575-e367-4930-91f4-6d659df0712a,T126,SCH005,Senior Teacher,Physics,Grades K-5,2013-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0351,1453a1b2-35c4-4489-bbd3-bb6cbdebcbe7,T126,SCH022,Senior Teacher,Physics,Grades 9-10,2016-08-01,2021-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0352,db89a7dd-2aaa-48f3-94b3-2dec0428fcb9,T127,SCH037,Teacher,History,Grades 6-8,2009-08-01,2012-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0353,0ebbf671-4bd5-4c53-88ba-b342e6fd885e,T127,SCH020,Senior Teacher,English,Grades 6-8,2013-08-01,2018-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0354,15dadc91-5e6b-43ab-be6a-6931b24186f6,T127,SCH012,Dean of Students,Dean of Students,PK-K,2019-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0355,d9f5f70b-4c71-4d82-bbbc-adf5da89d32c,T127,SCH011,PYP Coordinator,Biology,PK-K,2021-08-01,2025-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0356,728a3e0b-0b62-4e84-af74-4916a623fcbe,T128,SCH038,Teacher,Drama,Grades 11-12,2011-08-01,2014-06-30,Part-time,,,Arts,No,2026-06-07,2026-06-07
ASG0357,536211f7-3a4a-4139-af75-b8c623515a25,T128,SCH021,Teacher,Drama,PK-K,2014-08-01,2018-06-30,Part-time,,,Arts,No,2026-06-07,2026-06-07
ASG0358,0aaea4d9-bd9e-4b70-a868-f9c420d01b26,T128,SCH039,Teacher,Drama,Grades 9-10,2018-08-01,2021-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0359,55dcf1ed-dba4-49a5-9976-8d08cb26e6b9,T129,SCH015,Teacher,Environmental Systems,Grades 11-12,2018-08-01,2020-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0360,fffbb4fc-32a2-4180-8286-e123ea8fc62d,T129,SCH009,Teacher,Environmental Systems,PK-K,2020-08-01,,Full-time,,,Science,Yes,2026-06-07,2026-06-07
ASG0361,06455f7f-d032-4447-bc51-db7618521e56,T130,SCH039,Teacher,History,Grades 6-8,2016-08-01,2019-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0362,08e33cd2-a7a8-4dcd-84ca-c53686360610,T130,SCH036,Senior Teacher,History,Grades 11-12,2020-08-01,2025-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0363,06d09f97-9a0b-47a9-846e-aa645e14a891,T131,SCH032,Teacher,French,PK-K,2003-08-01,2006-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0364,9d90753d-7915-4906-b88b-2d03b472149a,T131,SCH025,Teacher,Geography,Grades 9-12,2007-08-01,2009-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0365,d913dfe3-653b-45a8-ac06-fcf73b58daad,T131,SCH016,Librarian,Librarian,Grades 9-12,2010-08-01,2015-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0366,94064915-8760-4d8e-a321-8bd95063fed8,T131,SCH007,Teacher,French,Grades 6-12,2016-08-01,2020-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0367,0215c117-3ad6-41e6-b642-2f382e7e296a,T131,SCH023,Senior Teacher,French,Grades K-5,2020-08-01,2023-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0368,9e91c744-0018-4da9-904f-3ba9b34f7046,T132,SCH038,Teacher,Mandarin,Grades K-5,1998-08-01,2002-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0369,3852326c-8c3d-4871-8a33-a96b3a6def8c,T132,SCH013,Senior Teacher,Mandarin,Grades 11-12,2003-08-01,2008-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0370,f437501b-907a-472b-90ac-9530a9fa5457,T132,SCH010,IB DP Coordinator,Mandarin,Grades 11-12,2009-08-01,2011-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0371,f4c039a2-c2d3-4979-931d-b0d5ac00ebda,T132,SCH021,Curriculum Coordinator,Mandarin,Grades 6-12,2011-08-01,2016-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0372,133200b5-a7b7-4ccf-9543-8fa30c6773a5,T132,SCH039,Deputy Head,Administration,Grades 11-12,2017-08-01,2021-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0373,df3ccad9-b922-47e5-8dd6-64f154239952,T133,SCH027,Teacher,Primary Homeroom,Grades 6-12,2019-08-01,2023-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0374,a38d10e1-5491-44af-8faa-bc2a0b5ddb93,T134,SCH026,Teacher,Spanish,Grades 9-10,2014-08-01,2017-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0375,95dbe307-0543-4339-95f4-596fcbfb2cf0,T134,SCH018,Teacher,Drama,Grades 6-12,2018-08-01,2020-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0376,21560408-a301-4222-b5d1-bbadeb725459,T134,SCH022,Teacher,French,Grades 6-8,2021-08-01,,Part-time,,,Languages,Yes,2026-06-07,2026-06-07
ASG0377,d968ac06-7536-4183-9d8e-42e97d78d634,T135,SCH010,Teacher,Drama,Grades 6-8,2003-08-01,2007-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0378,21330067-c1cb-4b42-bf1b-68a2f9b3cf72,T135,SCH007,Teacher,Drama,Grades 6-8,2007-08-01,2010-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0379,16983b54-7dbd-48b1-8da0-56d0705e013e,T135,SCH005,Head of Department,Drama,Grades 6-12,2011-08-01,2016-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0380,8ed644cb-35d1-468b-9b32-ff94c89e24a3,T135,SCH013,PYP Coordinator,Drama,Grades 6-12,2016-08-01,2021-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0381,ecc9c883-7b2b-487a-a7ac-0cbb313b1ffb,T136,SCH035,Teacher,Theory of Knowledge,Grades 6-8,2021-08-01,2024-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0382,2bfee080-1522-4cfd-869c-e4b91c4bd5da,T137,SCH016,Teacher,English as an Additional Language,PK-K,2006-08-01,2009-06-30,Part-time,,,English,No,2026-06-07,2026-06-07
ASG0383,bf0502f1-5e04-4393-bb00-4cb980d4bee8,T137,SCH008,Senior Teacher,History,Grades 11-12,2009-08-01,2012-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0384,f26d382b-4ee2-4926-b9cb-16774994f22e,T137,SCH027,MYP Coordinator,English as an Additional Language,Grades 6-12,2013-08-01,2018-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0385,39aaca55-6641-4d0f-a71f-133e78909da2,T137,SCH028,Senior Teacher,English as an Additional Language,Grades 6-8,2019-08-01,2021-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0386,4830dbb1-ebd3-43ee-868d-005b2250f723,T138,SCH009,Teacher,Mathematics,PK-K,2012-08-01,2017-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0387,fe463c53-f7f6-4380-b0ed-6ac02089da0a,T138,SCH014,Senior Teacher,Mathematics,PK-K,2017-08-01,2021-06-30,Part-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0388,294829ce-0e57-4b2e-b89f-bed66fae133a,T139,SCH028,Teacher,French,Grades 9-10,2018-08-01,2021-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0389,cd3a1027-0a0a-454e-962b-867532967dc3,T139,SCH016,Teacher,French,Grades 9-12,2021-08-01,,Full-time,,,Languages,Yes,2026-06-07,2026-06-07
ASG0390,73bfcf1b-b008-4cf7-8dc8-8e34456cd930,T140,SCH002,Teacher,Physics,Grades 6-12,2017-08-01,2020-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0391,7f3c030c-be80-4e2d-86dc-31b4ac7225dc,T140,SCH012,Teacher,English,Grades 6-8,2021-08-01,,Full-time,,,English,Yes,2026-06-07,2026-06-07
ASG0392,76ca1a88-6652-4ad4-af6e-286b86af348e,T141,SCH036,Teacher,Psychology,Grades 9-10,2017-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0393,1c683887-169e-4cae-a0ff-0960a0d436d7,T141,SCH029,Senior Teacher,Psychology,Grades 9-12,2022-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0394,3f8d68e6-4bd1-423d-85e8-02847a3b82d6,T142,SCH007,Senior Teacher,Chemistry,Grades 6-8,2009-08-01,2014-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0395,c8cb8fbe-0af1-4147-8a73-2edb9ffb2469,T142,SCH017,Teacher,Chemistry,Grades 6-12,2015-08-01,2019-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0396,85b33a3e-831f-4444-950e-601f214ba50a,T142,SCH011,Senior Teacher,Chemistry,Grades K-5,2019-08-01,2021-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0397,afe000b9-1fad-4dd1-8abc-be69aad75db0,T143,SCH017,Senior Teacher,Computer Science,Grades 6-8,2007-08-01,2012-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0398,bf82824f-1c3a-48a1-82f5-636759fa4ff0,T143,SCH009,Athletic Director,Athletic Director,Grades 6-12,2013-08-01,2018-06-30,Part-time,,,Technology,No,2026-06-07,2026-06-07
ASG0399,ff1f54d6-60a0-4783-a91c-11747a8e611a,T143,SCH031,Teacher,Computer Science,Grades 9-12,2018-08-01,2022-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0400,26d77e1e-98fb-402a-be36-a03ef1c6981b,T144,SCH004,Teacher,Theory of Knowledge,Grades 6-12,2017-08-01,2020-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0401,0e79e4ed-50f0-4b95-8fd5-193cf6d4a5cc,T144,SCH017,Teacher,Chemistry,Grades 11-12,2021-08-01,2023-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0402,b61f6b98-e58b-4311-b97b-3ec97440dbd9,T144,SCH001,Subject Coordinator,Business Management,Grades 6-8,2024-08-01,,Part-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0403,6e0bf4f9-0fc7-4206-8e69-52cd1e85b51a,T145,SCH025,Teacher,English,Grades 9-12,2011-08-01,2015-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0404,a8653bc9-5164-4921-a8b8-31f0c936822c,T145,SCH034,Senior Teacher,English,PK-K,2016-08-01,2018-06-30,Part-time,,,English,No,2026-06-07,2026-06-07
ASG0405,46f0f938-e3e9-400a-96ab-d02023f625c4,T145,SCH036,Teacher,Environmental Systems,Grades K-5,2018-08-01,2020-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0406,b65d716a-21d7-4f8b-ad38-85480ae4f528,T145,SCH038,Counselor,Counselor,PK-K,2020-08-01,2022-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0407,ea49205e-3dc9-4ca0-995e-9abab9fcadbd,T146,SCH039,Teacher,Design Technology,Grades K-5,2019-08-01,,Full-time,,,Technology,Yes,2026-06-07,2026-06-07
ASG0408,b5e8de20-71d4-4cc7-b5a6-bbe41f4a7574,T147,SCH027,Senior Teacher,Chemistry,Grades 11-12,2019-08-01,2023-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0409,c9c2b426-acaa-4f27-9f86-c2d79a4a29c6,T148,SCH025,Teacher,Geography,Grades 9-12,2009-08-01,2013-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
